ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment
idssegmented-oldhighgerman-1-270-2,oldh1241,stedi,,,SHORE,,
idssegmented-oldhighgerman-1-270-3,oldh1241,lenti,,,SHORE,,
idssegmented-oldhighgerman-1-270-4,oldh1241,lant,,,SHORE,,
idssegmented-oldhighgerman-1-330-1,oldh1241,sē,,,LAKE,,
idssegmented-oldhighgerman-1-330-2,oldh1241,wāg,,,LAKE,,
idssegmented-oldhighgerman-1-330-3,oldh1241,giozo,,,LAKE,,
idssegmented-oldhighgerman-1-343-1,oldh1241,klep,,,CAPE,,
idssegmented-oldhighgerman-1-420-1,oldh1241,boum,,,TREE,,
idssegmented-oldhighgerman-1-420-2,oldh1241,holz,,,TREE,,
idssegmented-oldhighgerman-1-510-1,oldh1241,himil,,,SKY,,
idssegmented-oldhighgerman-1-510-2,oldh1241,luft,,,SKY,,
idssegmented-oldhighgerman-1-520-1,oldh1241,sunna,,,SUN,,
idssegmented-oldhighgerman-1-520-2,oldh1241,sunno,,,SUN,,
idssegmented-oldhighgerman-1-540-1,oldh1241,stern,,,STAR,,
idssegmented-oldhighgerman-1-540-2,oldh1241,sterro,,,STAR,,
idssegmented-oldhighgerman-1-810-1,oldh1241,fiur,,,FIRE,,
idssegmented-oldhighgerman-1-810-2,oldh1241,fuir,,,FIRE,,
idssegmented-oldhighgerman-1-810-3,oldh1241,loug,,,FIRE,,
idssegmented-oldhighgerman-1-810-4,oldh1241,eit,,,FIRE,,
idssegmented-oldhighgerman-1-820-1,oldh1241,loug,,,FLAME,,
idssegmented-oldhighgerman-10-760-1,oldh1241,rad,,,WHEEL,,
idssegmented-oldhighgerman-10-850-1,oldh1241,ruodar,,,OAR,,
idssegmented-oldhighgerman-10-850-2,oldh1241,riemo,,,OAR,,
idssegmented-oldhighgerman-12-330-1,oldh1241,hōhī,,,TOP,,
idssegmented-oldhighgerman-12-330-2,oldh1241,enti,,,TOP,,
idssegmented-oldhighgerman-12-330-3,oldh1241,ort,,,TOP,,
idssegmented-oldhighgerman-12-330-4,oldh1241,oben-ahtigi,,,TOP,,
idssegmented-oldhighgerman-12-330-5,oldh1241,oban-entīgī,,,TOP,,
idssegmented-oldhighgerman-12-330-6,oldh1241,egga,,,TOP,,
idssegmented-oldhighgerman-12-330-7,oldh1241,first,,,TOP,,
idssegmented-oldhighgerman-12-330-8,oldh1241,kapf,,,TOP,,
idssegmented-oldhighgerman-12-330-9,oldh1241,houbit,,,TOP,,
idssegmented-oldhighgerman-12-340-1,oldh1241,untero,,,BOTTOM,,
idssegmented-oldhighgerman-12-340-2,oldh1241,bodem,,,BOTTOM,,
idssegmented-oldhighgerman-12-353-1,oldh1241,enti,,,EDGE,,
idssegmented-oldhighgerman-12-353-2,oldh1241,egga,,,EDGE,,
idssegmented-oldhighgerman-12-353-3,oldh1241,duruh-gang,,,EDGE,,
idssegmented-oldhighgerman-12-360-1,oldh1241,enti,,,SIDE,,
idssegmented-oldhighgerman-12-360-2,oldh1241,sīta,,,SIDE,,
idssegmented-oldhighgerman-12-360-3,oldh1241,halb,,,SIDE,,
idssegmented-oldhighgerman-12-360-4,oldh1241,lanca,,,SIDE,,
idssegmented-oldhighgerman-12-360-5,oldh1241,sind,,,SIDE,,
idssegmented-oldhighgerman-12-360-6,oldh1241,teil,,,SIDE,,
idssegmented-oldhighgerman-12-360-7,oldh1241,fiera,,,SIDE,,
idssegmented-oldhighgerman-12-760-1,oldh1241,egga,,,CORNER,,
idssegmented-oldhighgerman-12-760-2,oldh1241,ort,,,CORNER,,
idssegmented-oldhighgerman-12-760-3,oldh1241,winkil,,,CORNER,,
idssegmented-oldhighgerman-12-760-4,oldh1241,gi-wiggi,,,CORNER,,
idssegmented-oldhighgerman-12-830-1,oldh1241,balla,,,BALL,,
idssegmented-oldhighgerman-12-830-2,oldh1241,sin-welbi,,,BALL,,
idssegmented-oldhighgerman-12-830-3,oldh1241,kliuwe,,,BALL,,
idssegmented-oldhighgerman-12-850-1,oldh1241,holi,,,HOLE,,
idssegmented-oldhighgerman-12-850-2,oldh1241,loh,,,HOLE,,
idssegmented-oldhighgerman-18-570-1,oldh1241,scrīb-sahs,,,PEN,,
idssegmented-oldhighgerman-18-610-1,oldh1241,buoh,,,BOOK,,
idssegmented-oldhighgerman-18-610-2,oldh1241,libel,,,BOOK,,
idssegmented-oldhighgerman-3-655-1,oldh1241,scala,,,SHELL,,
idssegmented-oldhighgerman-3-655-2,oldh1241,hulsa,,,SHELL,,
idssegmented-oldhighgerman-3-655-3,oldh1241,muscula,,,SHELL,,
idssegmented-oldhighgerman-4-110-1,oldh1241,līh,,,BODY,,
idssegmented-oldhighgerman-4-110-2,oldh1241,līhamo,,,BODY,,
idssegmented-oldhighgerman-4-110-3,oldh1241,līhamilo,,,BODY,,
idssegmented-oldhighgerman-4-110-4,oldh1241,līhnamo,,,BODY,,
idssegmented-oldhighgerman-4-110-5,oldh1241,līb,,,BODY,,
idssegmented-oldhighgerman-4-110-6,oldh1241,fleisc,,,BODY,,
idssegmented-oldhighgerman-4-110-7,oldh1241,wamba,,,BODY,,
idssegmented-oldhighgerman-4-110-8,oldh1241,būh,,,BODY,,
idssegmented-oldhighgerman-4-120-1,oldh1241,hūt,,,SKIN,,
idssegmented-oldhighgerman-4-120-2,oldh1241,fel,,,SKIN,,
idssegmented-oldhighgerman-4-120-3,oldh1241,*scind,,,SKIN,,
idssegmented-oldhighgerman-4-140-1,oldh1241,hār,,,HAIR (HEAD),,
idssegmented-oldhighgerman-4-140-2,oldh1241,fahs,,,HAIR (HEAD),,
idssegmented-oldhighgerman-4-140-3,oldh1241,loc,,,HAIR (HEAD),,
idssegmented-oldhighgerman-4-151-1,oldh1241,ādra,,,BLOOD VESSEL,,
idssegmented-oldhighgerman-4-151-2,oldh1241,ida,,,BLOOD VESSEL,,
idssegmented-oldhighgerman-4-160-1,oldh1241,bein,,,BONE,,
idssegmented-oldhighgerman-4-160-2,oldh1241,gi-beini,,,BONE,,
idssegmented-oldhighgerman-4-162-1,oldh1241,rippa,,,RIB,,
idssegmented-oldhighgerman-4-162-2,oldh1241,ribba,,,RIB,,
idssegmented-oldhighgerman-4-162-3,oldh1241,ripi,,,RIB,,
idssegmented-oldhighgerman-4-162-4,oldh1241,ribbi,,,RIB,,
idssegmented-oldhighgerman-4-190-1,oldh1241,ruggi,,,BACK,,
idssegmented-oldhighgerman-4-190-2,oldh1241,rucki,,,BACK,,
idssegmented-oldhighgerman-4-190-3,oldh1241,bah,,,BACK,,
idssegmented-oldhighgerman-4-200-1,oldh1241,houbit,,,HEAD,,
idssegmented-oldhighgerman-4-200-2,oldh1241,kopf,,,HEAD,,
idssegmented-oldhighgerman-4-200-3,oldh1241,kupf,,,HEAD,,
idssegmented-oldhighgerman-4-202-1,oldh1241,hirni-scala,,,SKULL,,
idssegmented-oldhighgerman-4-202-2,oldh1241,gebal,,,SKULL,,
idssegmented-oldhighgerman-4-202-3,oldh1241,gibilla,,,SKULL,,
idssegmented-oldhighgerman-4-202-4,oldh1241,fahs-sceitela,,,SKULL,,
idssegmented-oldhighgerman-4-204-1,oldh1241,gi-siht,,,FACE,,
idssegmented-oldhighgerman-4-204-2,oldh1241,ant-lutti,,,FACE,,
idssegmented-oldhighgerman-4-204-3,oldh1241,an-luzzi,,,FACE,,
idssegmented-oldhighgerman-4-204-4,oldh1241,ant-lizzi,,,FACE,,
idssegmented-oldhighgerman-4-204-5,oldh1241,annuzi,,,FACE,,
idssegmented-oldhighgerman-4-204-6,oldh1241,oug-siunī,,,FACE,,
idssegmented-oldhighgerman-4-205-1,oldh1241,stirna,,,FOREHEAD,,
idssegmented-oldhighgerman-4-205-2,oldh1241,endīn,,,FOREHEAD,,
idssegmented-oldhighgerman-4-205-3,oldh1241,andī,,,FOREHEAD,,
idssegmented-oldhighgerman-4-205-4,oldh1241,endi,,,FOREHEAD,,
idssegmented-oldhighgerman-4-205-5,oldh1241,tinna,,,FOREHEAD,,
idssegmented-oldhighgerman-4-210-1,oldh1241,ouga,,,EYE,,
idssegmented-oldhighgerman-4-210-2,oldh1241,gi-siht,,,EYE,,
idssegmented-oldhighgerman-4-220-1,oldh1241,ōra,,,EAR,,
idssegmented-oldhighgerman-4-230-1,oldh1241,nasa,,,NOSE,,
idssegmented-oldhighgerman-4-240-1,oldh1241,mund,,,MOUTH,,
idssegmented-oldhighgerman-4-240-2,oldh1241,mūl,,,MOUTH,,
idssegmented-oldhighgerman-4-240-3,oldh1241,giumo,,,MOUTH,,
idssegmented-oldhighgerman-4-250-1,oldh1241,leffur,,,LIP,,
idssegmented-oldhighgerman-4-250-2,oldh1241,lefs,,,LIP,,
idssegmented-oldhighgerman-4-260-1,oldh1241,zunga,,,TONGUE,,
idssegmented-oldhighgerman-4-270-1,oldh1241,zan,,,TOOTH,,
idssegmented-oldhighgerman-4-280-1,oldh1241,hals,,,NECK,,
idssegmented-oldhighgerman-4-280-2,oldh1241,nac,,,NECK,,
idssegmented-oldhighgerman-4-281-1,oldh1241,nac,,,NAPE (OF NECK),,
idssegmented-oldhighgerman-4-290-1,oldh1241,kela,,,THROAT,,
idssegmented-oldhighgerman-4-290-2,oldh1241,drozza,,,THROAT,,
idssegmented-oldhighgerman-4-290-3,oldh1241,hals,,,THROAT,,
idssegmented-oldhighgerman-4-290-4,oldh1241,rahho,,,THROAT,,
idssegmented-oldhighgerman-4-290-5,oldh1241,giumo,,,THROAT,,
idssegmented-oldhighgerman-4-300-1,oldh1241,scultra,,,SHOULDER,,
idssegmented-oldhighgerman-4-300-2,oldh1241,ahsla,,,SHOULDER,,
idssegmented-oldhighgerman-4-300-3,oldh1241,scerte,,,SHOULDER,,
idssegmented-oldhighgerman-4-300-4,oldh1241,uohsana,,,SHOULDER,,
idssegmented-oldhighgerman-4-320-1,oldh1241,elin-bogo,,,ELBOW,,
idssegmented-oldhighgerman-4-330-1,oldh1241,hant,,,HAND,,
idssegmented-oldhighgerman-4-330-2,oldh1241,munt,,,HAND,,
idssegmented-oldhighgerman-4-344-1,oldh1241,nagal,,,FINGERNAIL,,
idssegmented-oldhighgerman-4-350-1,oldh1241,bein,,,LEG,,
idssegmented-oldhighgerman-4-350-2,oldh1241,gi-beini,,,LEG,,
idssegmented-oldhighgerman-4-370-1,oldh1241,fuoz,,,FOOT,,
idssegmented-oldhighgerman-4-370-2,oldh1241,spor,,,FOOT,,
idssegmented-oldhighgerman-4-371-1,oldh1241,knodo,,,ANKLE,,
idssegmented-oldhighgerman-4-371-2,oldh1241,anklāo,,,ANKLE,,
idssegmented-oldhighgerman-4-371-3,oldh1241,ankal,,,ANKLE,,
idssegmented-oldhighgerman-4-371-4,oldh1241,enkil,,,ANKLE,,
idssegmented-oldhighgerman-4-412-1,oldh1241,tute,,,NIPPLE,,
idssegmented-oldhighgerman-4-412-2,oldh1241,tuto,,,NIPPLE,,
idssegmented-oldhighgerman-4-412-3,oldh1241,spunni,,,NIPPLE,,
idssegmented-oldhighgerman-4-440-1,oldh1241,herza,,,HEART,,
idssegmented-oldhighgerman-4-440-2,oldh1241,ferah,,,HEART,,
idssegmented-oldhighgerman-4-440-3,oldh1241,brust,,,HEART,,
idssegmented-oldhighgerman-4-440-4,oldh1241,geis,,,HEART,,
idssegmented-oldhighgerman-4-440-5,oldh1241,muot,,,HEART,,
idssegmented-oldhighgerman-4-440-6,oldh1241,sin,,,HEART,,
idssegmented-oldhighgerman-4-440-7,oldh1241,sēla,,,HEART,,
idssegmented-oldhighgerman-4-440-8,oldh1241,gi-wizzi,,,HEART,,
idssegmented-oldhighgerman-4-441-1,oldh1241,lungun,,,LUNG,,
idssegmented-oldhighgerman-4-450-1,oldh1241,lebra,,,LIVER,,
idssegmented-oldhighgerman-4-450-2,oldh1241,libra,,,LIVER,,
idssegmented-oldhighgerman-4-451-1,oldh1241,nioro,,,KIDNEY,,
idssegmented-oldhighgerman-4-451-2,oldh1241,niero,,,KIDNEY,,
idssegmented-oldhighgerman-4-451-3,oldh1241,lanca,,,KIDNEY,,
idssegmented-oldhighgerman-4-451-4,oldh1241,lentīn,,,KIDNEY,,
idssegmented-oldhighgerman-4-461-1,oldh1241,darma,,,INTESTINES,,
idssegmented-oldhighgerman-4-461-2,oldh1241,innōdi,,,INTESTINES,,
idssegmented-oldhighgerman-4-461-3,oldh1241,innuovilu,,,INTESTINES,,
idssegmented-oldhighgerman-4-463-1,oldh1241,huf,,,HIP,,
idssegmented-oldhighgerman-4-463-2,oldh1241,lentīn,,,HIP,,
idssegmented-oldhighgerman-4-463-3,oldh1241,sīta,,,HIP,,
idssegmented-oldhighgerman-4-463-4,oldh1241,lumbal,,,HIP,,
idssegmented-oldhighgerman-4-464-1,oldh1241,ars,,,BUTTOCKS,,
idssegmented-oldhighgerman-4-464-2,oldh1241,aftro,,,BUTTOCKS,,
idssegmented-oldhighgerman-4-464-3,oldh1241,hintaro,,,BUTTOCKS,,
idssegmented-oldhighgerman-4-490-1,oldh1241,hodo,,,TESTICLES,,
idssegmented-oldhighgerman-4-490-2,oldh1241,nioro,,,TESTICLES,,
idssegmented-oldhighgerman-4-490-3,oldh1241,niero,,,TESTICLES,,
idssegmented-oldhighgerman-4-492-1,oldh1241,faselt,,,PENIS,,
idssegmented-oldhighgerman-4-492-2,oldh1241,gi-maht,,,PENIS,,
idssegmented-oldhighgerman-5-630-1,oldh1241,wurst,,,SAUSAGE,,
idssegmented-oldhighgerman-5-710-1,oldh1241,obaz,,,FRUIT,,
idssegmented-oldhighgerman-5-710-2,oldh1241,fruht,,,FRUIT,,
idssegmented-oldhighgerman-5-710-3,oldh1241,wuohhar,,,FRUIT,,
idssegmented-oldhighgerman-5-710-4,oldh1241,fasel,,,FRUIT,,
idssegmented-oldhighgerman-5-970-1,oldh1241,ei,,,EGG,,
idssegmented-oldhighgerman-6-290-1,oldh1241,ledar,,,LEATHER,,
idssegmented-oldhighgerman-6-510-1,oldh1241,scuoh,,,SHOE,,
idssegmented-oldhighgerman-6-570-1,oldh1241,gurtil,,,BELT,,
idssegmented-oldhighgerman-6-570-2,oldh1241,bruohāh,,,BELT,,
idssegmented-oldhighgerman-7-220-1,oldh1241,turi,,,DOOR,,
idssegmented-oldhighgerman-7-220-2,oldh1241,tura,,,DOOR,,
idssegmented-oldhighgerman-7-220-3,oldh1241,tor,,,DOOR,,
idssegmented-oldhighgerman-7-220-4,oldh1241,pforta,,,DOOR,,
idssegmented-oldhighgerman-7-220-5,oldh1241,borta,,,DOOR,,
idssegmented-oldhighgerman-7-220-6,oldh1241,in-gang,,,DOOR,,
idssegmented-oldhighgerman-7-420-1,oldh1241,betti,,,BED,,
idssegmented-oldhighgerman-7-510-1,oldh1241,dah,,,ROOF,,
idssegmented-oldhighgerman-7-510-2,oldh1241,dekī,,,ROOF,,
idssegmented-oldhighgerman-7-510-3,oldh1241,decki,,,ROOF,,
idssegmented-oldhighgerman-8-230-1,oldh1241,*spato,,,SPADE,,
idssegmented-oldhighgerman-8-240-1,oldh1241,scūvala,,,SHOVEL,,
idssegmented-oldhighgerman-8-240-2,oldh1241,scūfla,,,SHOVEL,,
idssegmented-oldhighgerman-8-311-1,oldh1241,sāt,,,SEED,,
idssegmented-oldhighgerman-8-311-2,oldh1241,sāmo,,,SEED,,
idssegmented-oldhighgerman-8-311-3,oldh1241,korn,,,SEED,,
idssegmented-oldhighgerman-8-311-4,oldh1241,fasel,,,SEED,,
idssegmented-oldhighgerman-8-540-1,oldh1241,wurz,,,ROOT,,
idssegmented-oldhighgerman-8-540-2,oldh1241,grunt,,,ROOT,,
idssegmented-oldhighgerman-8-560-1,oldh1241,blat,,,LEAF,,
idssegmented-oldhighgerman-8-560-2,oldh1241,loub,,,LEAF,,
idssegmented-oldhighgerman-8-600-1,oldh1241,boum,,,TREE,,
idssegmented-oldhighgerman-8-600-2,oldh1241,holz,,,TREE,,
idssegmented-oldhighgerman-8-730-1,oldh1241,rono,,,TREE TRUNK,,
idssegmented-oldhighgerman-8-730-2,oldh1241,boum,,,TREE TRUNK,,
idssegmented-oldhighgerman-8-750-1,oldh1241,rinda,,,BARK,,
idssegmented-oldhighgerman-8-750-2,oldh1241,rinta,,,BARK,,
idssegmented-oldhighgerman-8-930-1,oldh1241,kurbiz,,,GOURD,,
idssegmented-oldhighgerman-9-190-1,oldh1241,seil,,,ROPE,,
idssegmented-oldhighgerman-9-190-2,oldh1241,strang,,,ROPE,,
idssegmented-oldhighgerman-9-190-3,oldh1241,stric,,,ROPE,,
idssegmented-oldhighgerman-9-190-4,oldh1241,snuor,,,ROPE,,
idssegmented-oldhighgerman-9-190-5,oldh1241,snar,,,ROPE,,
idssegmented-oldhighgerman-9-192-1,oldh1241,knoto,,,KNOT,,
idssegmented-oldhighgerman-9-192-2,oldh1241,knodo,,,KNOT,,
idssegmented-oldhighgerman-9-250-1,oldh1241,accus,,,AXE,,
idssegmented-oldhighgerman-9-250-2,oldh1241,barta,,,AXE,,
idssegmented-oldhighgerman-9-500-1,oldh1241,nagal,,,NAIL (TOOL),,
idssegmented-oldhighgerman-9-500-2,oldh1241,zwec,,,NAIL (TOOL),,
idssegmented-oldhighgerman-9-760-1,oldh1241,korb,,,BASKET,,
idssegmented-oldhighgerman-9-760-2,oldh1241,kurb,,,BASKET,,
idssegmented-oldhighgerman-9-760-3,oldh1241,kratto,,,BASKET,,
idssegmented-oldhighgerman-9-760-4,oldh1241,biril,,,BASKET,,
idssegmented-oldirish-1-270-1,oldi1245,trāig,,,SHORE,,
idssegmented-oldirish-1-270-2,oldi1245,tracht,,,SHORE,,
idssegmented-oldirish-1-270-3,oldi1245,brū,,,SHORE,,
idssegmented-oldirish-1-270-4,oldi1245,bruach,,,SHORE,,
idssegmented-oldirish-1-330-1,oldi1245,loch,,,LAKE,,
idssegmented-oldirish-1-330-2,oldi1245,lind,,,LAKE,,
idssegmented-oldirish-1-420-1,oldi1245,crann,,,TREE,,
idssegmented-oldirish-1-420-2,oldi1245,fid,,,TREE,,
idssegmented-oldirish-1-510-1,oldi1245,nem,,,SKY,,
idssegmented-oldirish-1-520-1,oldi1245,grīan,,,SUN,,
idssegmented-oldirish-1-540-1,oldi1245,rētglu,,,STAR,,
idssegmented-oldirish-1-540-2,oldi1245,rind,,,STAR,,
idssegmented-oldirish-1-810-1,oldi1245,tene,,,FIRE,,
idssegmented-oldirish-1-810-2,oldi1245,daig,,,FIRE,,
idssegmented-oldirish-1-810-3,oldi1245,āed,,,FIRE,,
idssegmented-oldirish-1-820-1,oldi1245,lassar,,,FLAME,,
idssegmented-oldirish-1-820-2,oldi1245,breo,,,FLAME,,
idssegmented-oldirish-10-760-1,oldi1245,droch,,,WHEEL,,
idssegmented-oldirish-10-760-2,oldi1245,roth,,,WHEEL,,
idssegmented-oldirish-10-850-1,oldi1245,rāme,,,OAR,,
idssegmented-oldirish-12-330-1,oldi1245,mullach,,,TOP,,
idssegmented-oldirish-12-330-2,oldi1245,barr,,,TOP,,
idssegmented-oldirish-12-340-1,oldi1245,bun,,,BOTTOM,,
idssegmented-oldirish-12-353-1,oldi1245,faebar,,,EDGE,,
idssegmented-oldirish-12-353-2,oldi1245,brū,,,EDGE,,
idssegmented-oldirish-12-353-3,oldi1245,brūach,,,EDGE,,
idssegmented-oldirish-12-353-4,oldi1245,cimas,,,EDGE,,
idssegmented-oldirish-12-353-5,oldi1245,ochar,,,EDGE,,
idssegmented-oldirish-12-353-6,oldi1245,bil,,,EDGE,,
idssegmented-oldirish-12-360-1,oldi1245,tōib,,,SIDE,,
idssegmented-oldirish-12-360-2,oldi1245,sliss,,,SIDE,,
idssegmented-oldirish-12-360-3,oldi1245,leth,,,SIDE,,
idssegmented-oldirish-12-760-1,oldi1245,uilen,,,CORNER,,
idssegmented-oldirish-12-760-2,oldi1245,uillind,,,CORNER,,
idssegmented-oldirish-12-760-3,oldi1245,cern,,,CORNER,,
idssegmented-oldirish-12-830-1,oldi1245,mell,,,BALL,,
idssegmented-oldirish-12-850-1,oldi1245,toll,,,HOLE,,
idssegmented-oldirish-18-570-1,oldi1245,penn,,,PEN,,
idssegmented-oldirish-18-610-1,oldi1245,lebor,,,BOOK,,
idssegmented-oldirish-4-110-1,oldi1245,corp,,,BODY,,
idssegmented-oldirish-4-110-2,oldi1245,colinn,,,BODY,,
idssegmented-oldirish-4-110-3,oldi1245,crī,,,BODY,,
idssegmented-oldirish-4-120-1,oldi1245,cness,,,SKIN,,
idssegmented-oldirish-4-120-2,oldi1245,croccenn,,,SKIN,,
idssegmented-oldirish-4-120-3,oldi1245,seche,,,SKIN,,
idssegmented-oldirish-4-140-1,oldi1245,folt,,,HAIR (HEAD),,
idssegmented-oldirish-4-140-2,oldi1245,find,,,HAIR (HEAD),,
idssegmented-oldirish-4-160-1,oldi1245,cnāim,,,BONE,,
idssegmented-oldirish-4-162-1,oldi1245,asna,,,RIB,,
idssegmented-oldirish-4-190-1,oldi1245,cūl,,,BACK,,
idssegmented-oldirish-4-190-2,oldi1245,druimm,,,BACK,,
idssegmented-oldirish-4-200-1,oldi1245,cend,,,HEAD,,
idssegmented-oldirish-4-200-2,oldi1245,cenn,,,HEAD,,
idssegmented-oldirish-4-202-1,oldi1245,clocenn,,,SKULL,,
idssegmented-oldirish-4-204-1,oldi1245,agad,,,FACE,,
idssegmented-oldirish-4-204-2,oldi1245,enech,,,FACE,,
idssegmented-oldirish-4-205-1,oldi1245,ētan,,,FOREHEAD,,
idssegmented-oldirish-4-205-2,oldi1245,tul,,,FOREHEAD,,
idssegmented-oldirish-4-210-1,oldi1245,sūil,,,EYE,,
idssegmented-oldirish-4-210-2,oldi1245,rosc,,,EYE,,
idssegmented-oldirish-4-220-1,oldi1245,au,,,EAR,,
idssegmented-oldirish-4-220-2,oldi1245,clūas,,,EAR,,
idssegmented-oldirish-4-230-1,oldi1245,srōn,,,NOSE,,
idssegmented-oldirish-4-240-1,oldi1245,gin,,,MOUTH,,
idssegmented-oldirish-4-240-2,oldi1245,bēoil,,,MOUTH,,
idssegmented-oldirish-4-250-1,oldi1245,bēl,,,LIP,,
idssegmented-oldirish-4-260-1,oldi1245,tenge,,,TONGUE,,
idssegmented-oldirish-4-270-1,oldi1245,dēt,,,TOOTH,,
idssegmented-oldirish-4-270-2,oldi1245,fiacail,,,TOOTH,,
idssegmented-oldirish-4-280-1,oldi1245,brāge,,,NECK,,
idssegmented-oldirish-4-280-2,oldi1245,muin,,,NECK,,
idssegmented-oldirish-4-280-3,oldi1245,muinēl,,,NECK,,
idssegmented-oldirish-4-290-1,oldi1245,brāge,,,THROAT,,
idssegmented-oldirish-4-300-1,oldi1245,gūalu,,,SHOULDER,,
idssegmented-oldirish-4-300-2,oldi1245,formna,,,SHOULDER,,
idssegmented-oldirish-4-320-1,oldi1245,uilind,,,ELBOW,,
idssegmented-oldirish-4-330-1,oldi1245,lām,,,HAND,,
idssegmented-oldirish-4-344-1,oldi1245,ingen,,,FINGERNAIL,,
idssegmented-oldirish-4-350-1,oldi1245,coss,,,LEG,,
idssegmented-oldirish-4-370-1,oldi1245,traig,,,FOOT,,
idssegmented-oldirish-4-370-2,oldi1245,coss,,,FOOT,,
idssegmented-oldirish-4-440-1,oldi1245,cride,,,HEART,,
idssegmented-oldirish-4-450-1,oldi1245,ōa,,,LIVER,,
idssegmented-oldirish-4-450-2,oldi1245,trommchride,,,LIVER,,
idssegmented-oldirish-4-490-1,oldi1245,macraille,,,TESTICLES,,
idssegmented-oldirish-4-490-2,oldi1245,uirge,,,TESTICLES,,
idssegmented-oldirish-5-630-1,oldi1245,mar,,,SAUSAGE,,
idssegmented-oldirish-5-630-2,oldi1245,marōc,,,SAUSAGE,,
idssegmented-oldirish-5-710-1,oldi1245,torad,,,FRUIT,,
idssegmented-oldirish-5-970-1,oldi1245,og,,,EGG,,
idssegmented-oldirish-6-290-1,oldi1245,lethar,,,LEATHER,,
idssegmented-oldirish-6-510-1,oldi1245,brōc,,,SHOE,,
idssegmented-oldirish-6-510-2,oldi1245,accrann,,,SHOE,,
idssegmented-oldirish-6-510-3,oldi1245,cūarān,,,SHOE,,
idssegmented-oldirish-6-510-4,oldi1245,assa,,,SHOE,,
idssegmented-oldirish-6-570-1,oldi1245,ferenn,,,BELT,,
idssegmented-oldirish-6-570-2,oldi1245,criss,,,BELT,,
idssegmented-oldirish-7-220-1,oldi1245,dorus,,,DOOR,,
idssegmented-oldirish-7-220-2,oldi1245,comla,,,DOOR,,
idssegmented-oldirish-7-420-1,oldi1245,lebaid,,,BED,,
idssegmented-oldirish-7-420-2,oldi1245,lige,,,BED,,
idssegmented-oldirish-8-230-1,oldi1245,rāme,,,SPADE,,
idssegmented-oldirish-8-230-2,oldi1245,laige,,,SPADE,,
idssegmented-oldirish-8-240-1,oldi1245,slūasat,,,SHOVEL,,
idssegmented-oldirish-8-540-1,oldi1245,frēm,,,ROOT,,
idssegmented-oldirish-8-560-1,oldi1245,duille,,,LEAF,,
idssegmented-oldirish-9-190-1,oldi1245,sūanem,,,ROPE,,
idssegmented-oldirish-9-190-2,oldi1245,tēt,,,ROPE,,
idssegmented-oldirish-9-190-3,oldi1245,loman,,,ROPE,,
idssegmented-oldirish-9-192-1,oldi1245,snaidm,,,KNOT,,
idssegmented-oldirish-9-250-1,oldi1245,biail,,,AXE,,
idssegmented-oldirish-9-250-2,oldi1245,tūag,,,AXE,,
idssegmented-oldirish-9-500-1,oldi1245,clō,,,NAIL (TOOL),,
idssegmented-oldirish-9-500-2,oldi1245,tairnge,,,NAIL (TOOL),,
idssegmented-oldirish-9-760-1,oldi1245,cliab,,,BASKET,,
idssegmented-oldnorse-1-270-1,oldn1244,strond,,,SHORE,,
idssegmented-oldnorse-1-270-2,oldn1244,bakki,,,SHORE,,
idssegmented-oldnorse-1-330-1,oldn1244,vatn,,,LAKE,,
idssegmented-oldnorse-1-420-1,oldn1244,trē,,,TREE,,
idssegmented-oldnorse-1-420-2,oldn1244,baðmr,,,TREE,,
idssegmented-oldnorse-1-510-1,oldn1244,himinn,,,SKY,,
idssegmented-oldnorse-1-520-1,oldn1244,sōl,,,SUN,,
idssegmented-oldnorse-1-520-2,oldn1244,sunna,,,SUN,,
idssegmented-oldnorse-1-540-1,oldn1244,stjarna,,,STAR,,
idssegmented-oldnorse-1-810-1,oldn1244,eldr,,,FIRE,,
idssegmented-oldnorse-1-810-2,oldn1244,fūrr,,,FIRE,,
idssegmented-oldnorse-1-810-3,oldn1244,funi,,,FIRE,,
idssegmented-oldnorse-1-820-1,oldn1244,logi,,,FLAME,,
idssegmented-oldnorse-1-820-2,oldn1244,leygr,,,FLAME,,
idssegmented-oldnorse-10-760-1,oldn1244,hvel,,,WHEEL,,
idssegmented-oldnorse-10-760-2,oldn1244,hjōl,,,WHEEL,,
idssegmented-oldnorse-10-760-3,oldn1244,hvēl,,,WHEEL,,
idssegmented-oldnorse-10-850-1,oldn1244,ār,,,OAR,,
idssegmented-oldnorse-10-850-2,oldn1244,rœði,,,OAR,,
idssegmented-oldnorse-12-330-1,oldn1244,toppr,,,TOP,,
idssegmented-oldnorse-12-340-1,oldn1244,botn,,,BOTTOM,,
idssegmented-oldnorse-12-340-2,oldn1244,grunnr,,,BOTTOM,,
idssegmented-oldnorse-12-353-1,oldn1244,egg,,,EDGE,,
idssegmented-oldnorse-12-353-2,oldn1244,rond,,,EDGE,,
idssegmented-oldnorse-12-360-1,oldn1244,sīða,,,SIDE,,
idssegmented-oldnorse-12-760-1,oldn1244,horn,,,CORNER,,
idssegmented-oldnorse-12-760-2,oldn1244,hyrning,,,CORNER,,
idssegmented-oldnorse-12-830-1,oldn1244,bollr,,,BALL,,
